order_number,product_name,lock_time,config_version,attribute,value,value_code,code,included
SO736109876127410,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:45:02,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO736109876127410,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:45:02,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736109876127410,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:45:02,科技旗舰大五座 66 Ultra,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO736109876127410,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:45:02,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO736109876127410,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:45:02,科技旗舰大五座 66 Ultra,外饰,布莱德绿,EX1-GYC,EX1-GYC,True
SO736109876127410,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:45:02,科技旗舰大五座 66 Ultra,已选,奢华智选包及一体式超广域探射灯,Plus,Plus,True
SO736109876127410,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:45:02,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO736118946982031,智己LS8 52 Max+ 科技旗舰大五座,2026-04-26 18:07:10,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO736118946982031,智己LS8 52 Max+ 科技旗舰大五座,2026-04-26 18:07:10,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO736118946982031,智己LS8 52 Max+ 科技旗舰大五座,2026-04-26 18:07:10,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736118946982031,智己LS8 52 Max+ 科技旗舰大五座,2026-04-26 18:07:10,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736118946982031,智己LS8 52 Max+ 科技旗舰大五座,2026-04-26 18:07:10,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO736118946982031,智己LS8 52 Max+ 科技旗舰大五座,2026-04-26 18:07:10,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO736118946982031,智己LS8 52 Max+ 科技旗舰大五座,2026-04-26 18:07:10,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,全线控转向系统,是,Y,Y,True
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO736137940239357,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 21:35:47,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO736322996092090,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 21:43:09,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO736322996092090,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 21:43:09,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO736322996092090,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 21:43:09,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736322996092090,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 21:43:09,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736322996092090,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 21:43:09,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO736322996092090,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 21:43:09,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO736322996092090,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 21:43:09,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO736393698092204,智己LS8 52 Max+ 奢享大六座,2026-04-17 03:06:34,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO736393698092204,智己LS8 52 Max+ 奢享大六座,2026-04-17 03:06:34,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736393698092204,智己LS8 52 Max+ 奢享大六座,2026-04-17 03:06:34,奢享大六座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO736393698092204,智己LS8 52 Max+ 奢享大六座,2026-04-17 03:06:34,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO736393698092204,智己LS8 52 Max+ 奢享大六座,2026-04-17 03:06:34,奢享大六座 52 Max+,已选,奢华智选包及一体式超广域探射灯,Plus,Plus,True
SO736393698092204,智己LS8 52 Max+ 奢享大六座,2026-04-17 03:06:34,奢享大六座 52 Max+,IM 智控地暖系统,是,Y,Y,True
SO736541758958890,智己LS8 52 Max+ 科技旗舰大五座,2026-04-22 21:46:16,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO736541758958890,智己LS8 52 Max+ 科技旗舰大五座,2026-04-22 21:46:16,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO736541758958890,智己LS8 52 Max+ 科技旗舰大五座,2026-04-22 21:46:16,科技旗舰大五座 52 Max+,轮毂,21英寸星夜黑超多辐豪华轮辋,SD-TI21,SD-TI21,True
SO736541758958890,智己LS8 52 Max+ 科技旗舰大五座,2026-04-22 21:46:16,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736541758958890,智己LS8 52 Max+ 科技旗舰大五座,2026-04-22 21:46:16,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO736541758958890,智己LS8 52 Max+ 科技旗舰大五座,2026-04-22 21:46:16,科技旗舰大五座 52 Max+,已选,超远距高精度激光雷达,Stand,Stand,True
SO736541758958890,智己LS8 52 Max+ 科技旗舰大五座,2026-04-22 21:46:16,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO736576934168182,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:24:58,奢享大六座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO736576934168182,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:24:58,奢享大六座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736576934168182,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:24:58,奢享大六座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736576934168182,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:24:58,奢享大六座 66 Ultra,全线控转向系统,是,Y,Y,True
SO736576934168182,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:24:58,奢享大六座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO736576934168182,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:24:58,奢享大六座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO736576934168182,智己LS8 66 Ultra 奢享大六座,2026-04-16 20:24:58,奢享大六座 66 Ultra,IM 智控地暖系统,是,Y,Y,True
SO736795257213943,智己LS8 52 Max+ 奢享大六座,2026-04-18 16:29:15,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO736795257213943,智己LS8 52 Max+ 奢享大六座,2026-04-18 16:29:15,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736795257213943,智己LS8 52 Max+ 奢享大六座,2026-04-18 16:29:15,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736795257213943,智己LS8 52 Max+ 奢享大六座,2026-04-18 16:29:15,奢享大六座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO736795257213943,智己LS8 52 Max+ 奢享大六座,2026-04-18 16:29:15,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO736795257213943,智己LS8 52 Max+ 奢享大六座,2026-04-18 16:29:15,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO736845669658907,智己LS8 52 Max+ 奢享大六座,2026-06-13 14:34:23,奢享大六座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO736845669658907,智己LS8 52 Max+ 奢享大六座,2026-06-13 14:34:23,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736845669658907,智己LS8 52 Max+ 奢享大六座,2026-06-13 14:34:23,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736845669658907,智己LS8 52 Max+ 奢享大六座,2026-06-13 14:34:23,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO736845669658907,智己LS8 52 Max+ 奢享大六座,2026-06-13 14:34:23,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO736845669658907,智己LS8 52 Max+ 奢享大六座,2026-06-13 14:34:23,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO736871541852591,智己LS8 52 Max+ 科技旗舰大五座,2026-07-04 12:10:57,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO736871541852591,智己LS8 52 Max+ 科技旗舰大五座,2026-07-04 12:10:57,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO736871541852591,智己LS8 52 Max+ 科技旗舰大五座,2026-07-04 12:10:57,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736871541852591,智己LS8 52 Max+ 科技旗舰大五座,2026-07-04 12:10:57,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736871541852591,智己LS8 52 Max+ 科技旗舰大五座,2026-07-04 12:10:57,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO736871541852591,智己LS8 52 Max+ 科技旗舰大五座,2026-07-04 12:10:57,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO736871541852591,智己LS8 52 Max+ 科技旗舰大五座,2026-07-04 12:10:57,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO736886509213728,智己LS8 52 Max+ 奢享大六座,2026-05-04 16:24:44,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO736886509213728,智己LS8 52 Max+ 奢享大六座,2026-05-04 16:24:44,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO736886509213728,智己LS8 52 Max+ 奢享大六座,2026-05-04 16:24:44,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO736886509213728,智己LS8 52 Max+ 奢享大六座,2026-05-04 16:24:44,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO736886509213728,智己LS8 52 Max+ 奢享大六座,2026-05-04 16:24:44,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO736886509213728,智己LS8 52 Max+ 奢享大六座,2026-05-04 16:24:44,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO736974903402182,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:31:19,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,是,Y,Y,True
SO736974903402182,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:31:19,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO736974903402182,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:31:19,科技旗舰大五座 52 Max+,轮毂,21英寸星夜黑超多辐豪华轮辋,SD-TI21,SD-TI21,True
SO736974903402182,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:31:19,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO736974903402182,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:31:19,科技旗舰大五座 52 Max+,外饰,布莱德绿,EX1-GYC,EX1-GYC,True
SO736974903402182,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:31:19,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO736974903402182,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 23:31:19,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737085855268642,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:30:04,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737085855268642,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:30:04,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737085855268642,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:30:04,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO737085855268642,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:30:04,奢享大六座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO737085855268642,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:30:04,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737085855268642,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:30:04,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737153881476274,智己LS8 52 Max+ 科技旗舰大五座,2026-07-02 12:02:05,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,是,Y,Y,True
SO737153881476274,智己LS8 52 Max+ 科技旗舰大五座,2026-07-02 12:02:05,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO737153881476274,智己LS8 52 Max+ 科技旗舰大五座,2026-07-02 12:02:05,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737153881476274,智己LS8 52 Max+ 科技旗舰大五座,2026-07-02 12:02:05,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO737153881476274,智己LS8 52 Max+ 科技旗舰大五座,2026-07-02 12:02:05,科技旗舰大五座 52 Max+,外饰,乔戈里银,EX1-SSA,EX1-SSA,True
SO737153881476274,智己LS8 52 Max+ 科技旗舰大五座,2026-07-02 12:02:05,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737153881476274,智己LS8 52 Max+ 科技旗舰大五座,2026-07-02 12:02:05,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737220044113794,智己LS8 52 Max+ 奢享大六座,2026-05-03 16:25:32,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737220044113794,智己LS8 52 Max+ 奢享大六座,2026-05-03 16:25:32,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737220044113794,智己LS8 52 Max+ 奢享大六座,2026-05-03 16:25:32,奢享大六座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO737220044113794,智己LS8 52 Max+ 奢享大六座,2026-05-03 16:25:32,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO737220044113794,智己LS8 52 Max+ 奢享大六座,2026-05-03 16:25:32,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737220044113794,智己LS8 52 Max+ 奢享大六座,2026-05-03 16:25:32,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737227447151893,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:41:46,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO737227447151893,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:41:46,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737227447151893,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:41:46,科技旗舰大五座 52 Max+,轮毂,20英寸星刃十辐运动轮辋,SD-TI20-J,SD-TI20-J,True
SO737227447151893,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:41:46,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO737227447151893,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:41:46,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO737227447151893,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:41:46,科技旗舰大五座 52 Max+,已选,超远距高精度激光雷达,Stand,Stand,True
SO737227447151893,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:41:46,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737308691533183,智己LS8 52 Max+ 科技旗舰大五座,2026-05-24 15:36:59,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO737308691533183,智己LS8 52 Max+ 科技旗舰大五座,2026-05-24 15:36:59,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737308691533183,智己LS8 52 Max+ 科技旗舰大五座,2026-05-24 15:36:59,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737308691533183,智己LS8 52 Max+ 科技旗舰大五座,2026-05-24 15:36:59,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO737308691533183,智己LS8 52 Max+ 科技旗舰大五座,2026-05-24 15:36:59,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO737308691533183,智己LS8 52 Max+ 科技旗舰大五座,2026-05-24 15:36:59,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737308691533183,智己LS8 52 Max+ 科技旗舰大五座,2026-05-24 15:36:59,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,外饰,阿尔卑斯白,EX1-WSE,EX1-WSE,True
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO737330265470173,智己LS8 66 Ultra 科技旗舰大五座,2026-06-15 16:16:27,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO737338931316683,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:31:08,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO737338931316683,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:31:08,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737338931316683,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:31:08,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737338931316683,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:31:08,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO737338931316683,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:31:08,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO737338931316683,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:31:08,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737338931316683,智己LS8 52 Max+ 科技旗舰大五座,2026-04-16 20:31:08,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737357136434261,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 18:34:38,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO737357136434261,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 18:34:38,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO737357136434261,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 18:34:38,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737357136434261,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 18:34:38,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO737357136434261,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 18:34:38,科技旗舰大五座 52 Max+,外饰,布莱德绿,EX1-GYC,EX1-GYC,True
SO737357136434261,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 18:34:38,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737357136434261,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 18:34:38,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737452694314003,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:34:34,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737452694314003,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:34:34,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737452694314003,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:34:34,奢享大六座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO737452694314003,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:34:34,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO737452694314003,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:34:34,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737452694314003,智己LS8 52 Max+ 奢享大六座,2026-04-16 20:34:34,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737549323249972,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 17:19:48,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO737549323249972,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 17:19:48,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737549323249972,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 17:19:48,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737549323249972,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 17:19:48,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO737549323249972,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 17:19:48,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO737549323249972,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 17:19:48,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737549323249972,智己LS8 52 Max+ 科技旗舰大五座,2026-04-18 17:19:48,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO737921019919439,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 15:31:36,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO737921019919439,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 15:31:36,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO737921019919439,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 15:31:36,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO737921019919439,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 15:31:36,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO737921019919439,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 15:31:36,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO737921019919439,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 15:31:36,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO737921019919439,智己LS8 52 Max+ 科技旗舰大五座,2026-05-05 15:31:36,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO738352334377844,智己LS8 66 Ultra 科技旗舰大五座,2026-05-09 16:22:28,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO738352334377844,智己LS8 66 Ultra 科技旗舰大五座,2026-05-09 16:22:28,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO738352334377844,智己LS8 66 Ultra 科技旗舰大五座,2026-05-09 16:22:28,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO738352334377844,智己LS8 66 Ultra 科技旗舰大五座,2026-05-09 16:22:28,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
